layer,filter,image,mean_activation
vgg/fc7_relu,1288,val_1552.JPEG,7217.68994141
vgg/fc7_relu,1288,val_56.JPEG,6438.42773438
vgg/fc7_relu,1288,val_4421.JPEG,6242.65332031
vgg/fc7_relu,1288,val_5512.JPEG,5948.98925781
vgg/fc7_relu,1288,val_9156.JPEG,5712.36621094
vgg/fc7_relu,1289,val_6958.JPEG,3141.56201172
vgg/fc7_relu,1289,val_5748.JPEG,3055.35595703
vgg/fc7_relu,1289,val_74.JPEG,2959.85180664
vgg/fc7_relu,1289,val_8069.JPEG,2769.36474609
vgg/fc7_relu,1289,val_3835.JPEG,2497.59838867
vgg/fc7_relu,1290,val_1536.JPEG,4415.86621094
vgg/fc7_relu,1290,val_1762.JPEG,3151.47827148
vgg/fc7_relu,1290,val_1688.JPEG,3117.16650391
vgg/fc7_relu,1290,val_8622.JPEG,2853.01977539
vgg/fc7_relu,1290,val_2203.JPEG,2772.05541992
vgg/fc7_relu,1291,val_3262.JPEG,4598.79052734
vgg/fc7_relu,1291,val_1506.JPEG,4420.46044922
vgg/fc7_relu,1291,val_590.JPEG,4420.44433594
vgg/fc7_relu,1291,val_8464.JPEG,4343.07910156
vgg/fc7_relu,1291,val_877.JPEG,4226.7421875
vgg/fc7_relu,1292,val_771.JPEG,4622.92773438
vgg/fc7_relu,1292,val_3427.JPEG,3854.00561523
vgg/fc7_relu,1292,val_2287.JPEG,3734.89306641
vgg/fc7_relu,1292,val_5179.JPEG,3398.68554688
vgg/fc7_relu,1292,val_4075.JPEG,3372.91455078
vgg/fc7_relu,1293,val_228.JPEG,4548.28662109
vgg/fc7_relu,1293,val_5480.JPEG,4326.54638672
vgg/fc7_relu,1293,val_2324.JPEG,4047.11328125
vgg/fc7_relu,1293,val_1942.JPEG,3721.41381836
vgg/fc7_relu,1293,val_4475.JPEG,3715.79321289
vgg/fc7_relu,1294,val_876.JPEG,5306.12353516
vgg/fc7_relu,1294,val_9809.JPEG,5132.19042969
vgg/fc7_relu,1294,val_3626.JPEG,4233.97216797
vgg/fc7_relu,1294,val_1814.JPEG,4147.16162109
vgg/fc7_relu,1294,val_9533.JPEG,4031.15307617
vgg/fc7_relu,1295,val_4746.JPEG,3601.75170898
vgg/fc7_relu,1295,val_9440.JPEG,3105.73828125
vgg/fc7_relu,1295,val_2515.JPEG,2886.24316406
vgg/fc7_relu,1295,val_1906.JPEG,2818.97631836
vgg/fc7_relu,1295,val_6511.JPEG,2746.68237305
vgg/fc7_relu,1296,val_7441.JPEG,6238.68701172
vgg/fc7_relu,1296,val_5490.JPEG,5962.33056641
vgg/fc7_relu,1296,val_783.JPEG,5621.48535156
vgg/fc7_relu,1296,val_5328.JPEG,5471.52197266
vgg/fc7_relu,1296,val_9163.JPEG,5218.75976562
vgg/fc7_relu,1297,val_1523.JPEG,2369.94677734
vgg/fc7_relu,1297,val_1107.JPEG,2340.18237305
vgg/fc7_relu,1297,val_8977.JPEG,2217.02514648
vgg/fc7_relu,1297,val_7601.JPEG,2187.80737305
vgg/fc7_relu,1297,val_8384.JPEG,2170.12182617
vgg/fc7_relu,1298,val_1652.JPEG,6463.08203125
vgg/fc7_relu,1298,val_3088.JPEG,4783.40576172
vgg/fc7_relu,1298,val_3356.JPEG,4718.41992188
vgg/fc7_relu,1298,val_900.JPEG,4526.66943359
vgg/fc7_relu,1298,val_6225.JPEG,4454.97119141
vgg/fc7_relu,1299,val_1797.JPEG,3541.69555664
vgg/fc7_relu,1299,val_4894.JPEG,3376.10424805
vgg/fc7_relu,1299,val_4202.JPEG,3274.68554688
vgg/fc7_relu,1299,val_7133.JPEG,3268.3972168
vgg/fc7_relu,1299,val_9733.JPEG,3182.27954102
vgg/fc7_relu,1300,val_7010.JPEG,5141.57373047
vgg/fc7_relu,1300,val_4786.JPEG,4928.14892578
vgg/fc7_relu,1300,val_2984.JPEG,4195.86816406
vgg/fc7_relu,1300,val_2280.JPEG,4145.54443359
vgg/fc7_relu,1300,val_8632.JPEG,4121.08496094
vgg/fc7_relu,1301,val_9230.JPEG,6284.33349609
vgg/fc7_relu,1301,val_763.JPEG,5302.21289062
vgg/fc7_relu,1301,val_2573.JPEG,4612.41894531
vgg/fc7_relu,1301,val_7548.JPEG,4391.70507812
vgg/fc7_relu,1301,val_2566.JPEG,4296.85400391
vgg/fc7_relu,1302,val_7509.JPEG,3299.88842773
vgg/fc7_relu,1302,val_550.JPEG,2830.74389648
vgg/fc7_relu,1302,val_6967.JPEG,2652.26879883
vgg/fc7_relu,1302,val_5129.JPEG,2504.33886719
vgg/fc7_relu,1302,val_47.JPEG,2171.5559082
vgg/fc7_relu,1303,val_2512.JPEG,3224.74584961
vgg/fc7_relu,1303,val_3608.JPEG,3144.19091797
vgg/fc7_relu,1303,val_6610.JPEG,2946.60961914
vgg/fc7_relu,1303,val_276.JPEG,2751.41308594
vgg/fc7_relu,1303,val_1680.JPEG,2726.9284668
vgg/fc7_relu,1304,val_1717.JPEG,5943.3359375
vgg/fc7_relu,1304,val_783.JPEG,5860.31640625
vgg/fc7_relu,1304,val_1864.JPEG,4471.88330078
vgg/fc7_relu,1304,val_1340.JPEG,4377.58496094
vgg/fc7_relu,1304,val_4568.JPEG,4348.93896484
vgg/fc7_relu,1305,val_7976.JPEG,5140.15966797
vgg/fc7_relu,1305,val_7746.JPEG,3278.36206055
vgg/fc7_relu,1305,val_2006.JPEG,3050.6628418
vgg/fc7_relu,1305,val_2577.JPEG,3028.54589844
vgg/fc7_relu,1305,val_2674.JPEG,2993.65478516
vgg/fc7_relu,1306,val_3551.JPEG,2481.17163086
vgg/fc7_relu,1306,val_8243.JPEG,2388.36328125
vgg/fc7_relu,1306,val_9612.JPEG,2349.05224609
vgg/fc7_relu,1306,val_8629.JPEG,2249.47167969
vgg/fc7_relu,1306,val_9931.JPEG,2159.1550293
vgg/fc7_relu,1307,val_7371.JPEG,3909.61279297
vgg/fc7_relu,1307,val_5766.JPEG,3671.38525391
vgg/fc7_relu,1307,val_6465.JPEG,3601.17260742
vgg/fc7_relu,1307,val_6681.JPEG,3497.31713867
vgg/fc7_relu,1307,val_6584.JPEG,3315.24682617
vgg/fc7_relu,1308,val_6494.JPEG,4244.28417969
vgg/fc7_relu,1308,val_1797.JPEG,3967.03710938
vgg/fc7_relu,1308,val_1411.JPEG,3859.66552734
vgg/fc7_relu,1308,val_3703.JPEG,3674.99316406
vgg/fc7_relu,1308,val_7758.JPEG,3596.87939453
vgg/fc7_relu,1309,val_276.JPEG,2985.58349609
vgg/fc7_relu,1309,val_9053.JPEG,1796.18811035
vgg/fc7_relu,1309,val_8980.JPEG,1756.47729492
vgg/fc7_relu,1309,val_4883.JPEG,1722.22717285
vgg/fc7_relu,1309,val_1841.JPEG,1687.95898438
vgg/fc7_relu,1310,val_5097.JPEG,9696.89160156
vgg/fc7_relu,1310,val_2952.JPEG,4666.83300781
vgg/fc7_relu,1310,val_159.JPEG,4151.15283203
vgg/fc7_relu,1310,val_2721.JPEG,4060.44262695
vgg/fc7_relu,1310,val_5066.JPEG,3913.6340332
vgg/fc7_relu,1311,val_4665.JPEG,5265.33789062
vgg/fc7_relu,1311,val_5379.JPEG,5153.60205078
vgg/fc7_relu,1311,val_9931.JPEG,4993.6171875
vgg/fc7_relu,1311,val_5706.JPEG,4899.15527344
vgg/fc7_relu,1311,val_1284.JPEG,4896.28271484
vgg/fc7_relu,1312,val_845.JPEG,4376.22265625
vgg/fc7_relu,1312,val_974.JPEG,3519.0847168
vgg/fc7_relu,1312,val_7371.JPEG,3249.83081055
vgg/fc7_relu,1312,val_2641.JPEG,3221.22851562
vgg/fc7_relu,1312,val_9423.JPEG,3172.49975586
vgg/fc7_relu,1313,val_1667.JPEG,4248.36279297
vgg/fc7_relu,1313,val_8806.JPEG,3821.32275391
vgg/fc7_relu,1313,val_9809.JPEG,3585.88208008
vgg/fc7_relu,1313,val_3641.JPEG,3533.93408203
vgg/fc7_relu,1313,val_8599.JPEG,3528.1472168
vgg/fc7_relu,1314,val_6601.JPEG,4769.04492188
vgg/fc7_relu,1314,val_1914.JPEG,4011.79785156
vgg/fc7_relu,1314,val_5033.JPEG,3494.62890625
vgg/fc7_relu,1314,val_5288.JPEG,3471.03710938
vgg/fc7_relu,1314,val_7582.JPEG,3292.46118164
vgg/fc7_relu,1315,val_144.JPEG,3808.43603516
vgg/fc7_relu,1315,val_2242.JPEG,3797.22729492
vgg/fc7_relu,1315,val_4000.JPEG,3434.60522461
vgg/fc7_relu,1315,val_6555.JPEG,3413.38208008
vgg/fc7_relu,1315,val_4868.JPEG,3386.04223633
vgg/fc7_relu,1316,val_1365.JPEG,5078.44580078
vgg/fc7_relu,1316,val_5097.JPEG,3481.11181641
vgg/fc7_relu,1316,val_7521.JPEG,3185.3371582
vgg/fc7_relu,1316,val_2776.JPEG,2883.97167969
vgg/fc7_relu,1316,val_2163.JPEG,2420.14111328
vgg/fc7_relu,1317,val_5081.JPEG,5078.87353516
vgg/fc7_relu,1317,val_7595.JPEG,4364.94189453
vgg/fc7_relu,1317,val_4308.JPEG,4071.96728516
vgg/fc7_relu,1317,val_9579.JPEG,3803.25830078
vgg/fc7_relu,1317,val_5590.JPEG,3697.82421875
vgg/fc7_relu,1318,val_6511.JPEG,4201.19238281
vgg/fc7_relu,1318,val_4870.JPEG,3317.61450195
vgg/fc7_relu,1318,val_7250.JPEG,3302.18041992
vgg/fc7_relu,1318,val_1196.JPEG,3192.76464844
vgg/fc7_relu,1318,val_8084.JPEG,3146.05249023
vgg/fc7_relu,1319,val_2625.JPEG,4407.30322266
vgg/fc7_relu,1319,val_5224.JPEG,4376.64794922
vgg/fc7_relu,1319,val_2776.JPEG,4296.71826172
vgg/fc7_relu,1319,val_6320.JPEG,4283.52880859
vgg/fc7_relu,1319,val_9938.JPEG,4243.14404297
vgg/fc7_relu,1320,val_159.JPEG,6523.6796875
vgg/fc7_relu,1320,val_6171.JPEG,5355.08154297
vgg/fc7_relu,1320,val_250.JPEG,4562.53808594
vgg/fc7_relu,1320,val_3040.JPEG,4465.27490234
vgg/fc7_relu,1320,val_2394.JPEG,4115.22949219
vgg/fc7_relu,1321,val_3063.JPEG,3253.09570312
vgg/fc7_relu,1321,val_9705.JPEG,3241.38500977
vgg/fc7_relu,1321,val_3015.JPEG,2840.82519531
vgg/fc7_relu,1321,val_4947.JPEG,2423.82470703
vgg/fc7_relu,1321,val_5475.JPEG,2371.74731445
vgg/fc7_relu,1322,val_9112.JPEG,4312.96728516
vgg/fc7_relu,1322,val_8798.JPEG,3972.58056641
vgg/fc7_relu,1322,val_6777.JPEG,3186.1784668
vgg/fc7_relu,1322,val_758.JPEG,2913.02758789
vgg/fc7_relu,1322,val_4919.JPEG,2835.01831055
vgg/fc7_relu,1323,val_8280.JPEG,5884.15576172
vgg/fc7_relu,1323,val_2713.JPEG,5303.91113281
vgg/fc7_relu,1323,val_159.JPEG,4300.55810547
vgg/fc7_relu,1323,val_1012.JPEG,4268.81005859
vgg/fc7_relu,1323,val_2372.JPEG,3891.33203125
vgg/fc7_relu,1324,val_6025.JPEG,6526.25
vgg/fc7_relu,1324,val_3443.JPEG,6447.56689453
vgg/fc7_relu,1324,val_738.JPEG,6382.59765625
vgg/fc7_relu,1324,val_8616.JPEG,6288.97705078
vgg/fc7_relu,1324,val_4972.JPEG,6187.61230469
vgg/fc7_relu,1325,val_1215.JPEG,4890.46386719
vgg/fc7_relu,1325,val_3194.JPEG,4260.96142578
vgg/fc7_relu,1325,val_7546.JPEG,3442.90039062
vgg/fc7_relu,1325,val_5459.JPEG,3279.84912109
vgg/fc7_relu,1325,val_3772.JPEG,3255.13061523
vgg/fc7_relu,1326,val_5379.JPEG,7784.30273438
vgg/fc7_relu,1326,val_4234.JPEG,5520.328125
vgg/fc7_relu,1326,val_7838.JPEG,5290.13916016
vgg/fc7_relu,1326,val_4723.JPEG,5142.98828125
vgg/fc7_relu,1326,val_4302.JPEG,4792.21240234
vgg/fc7_relu,1327,val_2439.JPEG,4310.18945312
vgg/fc7_relu,1327,val_7545.JPEG,3817.41137695
vgg/fc7_relu,1327,val_4038.JPEG,3304.13720703
vgg/fc7_relu,1327,val_216.JPEG,2977.15283203
vgg/fc7_relu,1327,val_9460.JPEG,2838.2487793
vgg/fc7_relu,1328,val_7194.JPEG,4943.93652344
vgg/fc7_relu,1328,val_2645.JPEG,4735.41503906
vgg/fc7_relu,1328,val_7976.JPEG,4465.11621094
vgg/fc7_relu,1328,val_4009.JPEG,4392.63183594
vgg/fc7_relu,1328,val_4827.JPEG,4050.27807617
vgg/fc7_relu,1329,val_3984.JPEG,3056.50512695
vgg/fc7_relu,1329,val_8438.JPEG,3035.48388672
vgg/fc7_relu,1329,val_2895.JPEG,2997.41699219
vgg/fc7_relu,1329,val_9559.JPEG,2944.56103516
vgg/fc7_relu,1329,val_2005.JPEG,2927.92211914
vgg/fc7_relu,1330,val_4686.JPEG,3909.36401367
vgg/fc7_relu,1330,val_7081.JPEG,3708.77734375
vgg/fc7_relu,1330,val_6263.JPEG,3093.83935547
vgg/fc7_relu,1330,val_2697.JPEG,3004.31298828
vgg/fc7_relu,1330,val_2006.JPEG,2954.94677734
vgg/fc7_relu,1331,val_9793.JPEG,3382.00317383
vgg/fc7_relu,1331,val_2125.JPEG,2578.00488281
vgg/fc7_relu,1331,val_4652.JPEG,2453.27172852
vgg/fc7_relu,1331,val_7109.JPEG,2333.78393555
vgg/fc7_relu,1331,val_7460.JPEG,2225.54614258
vgg/fc7_relu,1332,val_2512.JPEG,4320.33007812
vgg/fc7_relu,1332,val_5169.JPEG,4107.609375
vgg/fc7_relu,1332,val_2395.JPEG,3984.64233398
vgg/fc7_relu,1332,val_6511.JPEG,3485.65917969
vgg/fc7_relu,1332,val_8229.JPEG,3200.47802734
vgg/fc7_relu,1333,val_2859.JPEG,5634.31884766
vgg/fc7_relu,1333,val_1745.JPEG,4624.66992188
vgg/fc7_relu,1333,val_937.JPEG,4586.42675781
vgg/fc7_relu,1333,val_5454.JPEG,4522.91748047
vgg/fc7_relu,1333,val_8315.JPEG,4257.47802734
vgg/fc7_relu,1334,val_9320.JPEG,7728.82617188
vgg/fc7_relu,1334,val_3269.JPEG,4499.02441406
vgg/fc7_relu,1334,val_2012.JPEG,4410.328125
vgg/fc7_relu,1334,val_1799.JPEG,4019.69433594
vgg/fc7_relu,1334,val_3263.JPEG,3951.33666992
vgg/fc7_relu,1335,val_3786.JPEG,5108.17626953
vgg/fc7_relu,1335,val_7137.JPEG,4160.27392578
vgg/fc7_relu,1335,val_2145.JPEG,3754.26611328
vgg/fc7_relu,1335,val_5569.JPEG,3693.85449219
vgg/fc7_relu,1335,val_1905.JPEG,3689.78613281
vgg/fc7_relu,1336,val_6020.JPEG,5063.78417969
vgg/fc7_relu,1336,val_3040.JPEG,4984.828125
vgg/fc7_relu,1336,val_1546.JPEG,4689.83105469
vgg/fc7_relu,1336,val_5623.JPEG,3891.11035156
vgg/fc7_relu,1336,val_1333.JPEG,3887.56665039
vgg/fc7_relu,1337,val_9809.JPEG,3610.33740234
vgg/fc7_relu,1337,val_3728.JPEG,3047.32958984
vgg/fc7_relu,1337,val_4978.JPEG,3035.81396484
vgg/fc7_relu,1337,val_2596.JPEG,2856.67089844
vgg/fc7_relu,1337,val_2736.JPEG,2760.81054688
vgg/fc7_relu,1338,val_9146.JPEG,3525.66601562
vgg/fc7_relu,1338,val_3595.JPEG,3409.9777832
vgg/fc7_relu,1338,val_7148.JPEG,2759.66357422
vgg/fc7_relu,1338,val_6590.JPEG,2745.17895508
vgg/fc7_relu,1338,val_1124.JPEG,2662.79223633
vgg/fc7_relu,1339,val_1011.JPEG,3686.76293945
vgg/fc7_relu,1339,val_7281.JPEG,3420.61791992
vgg/fc7_relu,1339,val_2727.JPEG,3339.03393555
vgg/fc7_relu,1339,val_5563.JPEG,3026.0534668
vgg/fc7_relu,1339,val_9440.JPEG,3007.50024414
vgg/fc7_relu,1340,val_1792.JPEG,2465.07836914
vgg/fc7_relu,1340,val_4504.JPEG,2348.33911133
vgg/fc7_relu,1340,val_4342.JPEG,2279.47851562
vgg/fc7_relu,1340,val_3189.JPEG,2186.48730469
vgg/fc7_relu,1340,val_9199.JPEG,2177.40039062
vgg/fc7_relu,1341,val_7425.JPEG,3158.33154297
vgg/fc7_relu,1341,val_946.JPEG,3001.5378418
vgg/fc7_relu,1341,val_8966.JPEG,2600.99072266
vgg/fc7_relu,1341,val_9286.JPEG,2488.44189453
vgg/fc7_relu,1341,val_7736.JPEG,2487.07202148
vgg/fc7_relu,1342,val_9112.JPEG,6930.41699219
vgg/fc7_relu,1342,val_1012.JPEG,6695.41308594
vgg/fc7_relu,1342,val_5214.JPEG,6025.02099609
vgg/fc7_relu,1342,val_2727.JPEG,5660.43994141
vgg/fc7_relu,1342,val_8069.JPEG,5292.22998047
vgg/fc7_relu,1343,val_9809.JPEG,3629.70288086
vgg/fc7_relu,1343,val_3621.JPEG,2523.01342773
vgg/fc7_relu,1343,val_2758.JPEG,2434.53149414
vgg/fc7_relu,1343,val_1620.JPEG,2251.26391602
vgg/fc7_relu,1343,val_9884.JPEG,2156.04052734
vgg/fc7_relu,1344,val_9705.JPEG,4311.12792969
vgg/fc7_relu,1344,val_4187.JPEG,3921.16772461
vgg/fc7_relu,1344,val_7812.JPEG,3856.6003418
vgg/fc7_relu,1344,val_8798.JPEG,3395.29199219
vgg/fc7_relu,1344,val_5267.JPEG,2926.92749023
vgg/fc7_relu,1345,val_9103.JPEG,0.0
vgg/fc7_relu,1345,val_3625.JPEG,0.0
vgg/fc7_relu,1345,val_8132.JPEG,0.0
vgg/fc7_relu,1345,val_2280.JPEG,0.0
vgg/fc7_relu,1345,val_4960.JPEG,0.0
vgg/fc7_relu,1346,val_974.JPEG,3938.15795898
vgg/fc7_relu,1346,val_2980.JPEG,3877.96020508
vgg/fc7_relu,1346,val_3914.JPEG,3585.02319336
vgg/fc7_relu,1346,val_1404.JPEG,3489.09033203
vgg/fc7_relu,1346,val_4094.JPEG,3480.33105469
vgg/fc7_relu,1347,val_4485.JPEG,4367.79052734
vgg/fc7_relu,1347,val_8173.JPEG,4112.64306641
vgg/fc7_relu,1347,val_5007.JPEG,3542.36572266
vgg/fc7_relu,1347,val_6190.JPEG,3525.68701172
vgg/fc7_relu,1347,val_9747.JPEG,3507.53588867
vgg/fc7_relu,1348,val_6878.JPEG,4529.15283203
vgg/fc7_relu,1348,val_590.JPEG,4125.84765625
vgg/fc7_relu,1348,val_2375.JPEG,4020.36547852
vgg/fc7_relu,1348,val_2713.JPEG,4008.65454102
vgg/fc7_relu,1348,val_4998.JPEG,3649.55737305
vgg/fc7_relu,1349,val_3641.JPEG,8595.81835938
vgg/fc7_relu,1349,val_2313.JPEG,5739.91894531
vgg/fc7_relu,1349,val_4855.JPEG,5601.67089844
vgg/fc7_relu,1349,val_4132.JPEG,5283.11035156
vgg/fc7_relu,1349,val_5549.JPEG,5139.72753906
vgg/fc7_relu,1350,val_2721.JPEG,6427.87353516
vgg/fc7_relu,1350,val_2372.JPEG,5955.16552734
vgg/fc7_relu,1350,val_4230.JPEG,4603.77734375
vgg/fc7_relu,1350,val_4299.JPEG,4441.22900391
vgg/fc7_relu,1350,val_7333.JPEG,4134.62597656
vgg/fc7_relu,1351,val_7521.JPEG,3644.14355469
vgg/fc7_relu,1351,val_9286.JPEG,3624.62646484
vgg/fc7_relu,1351,val_6358.JPEG,3535.19482422
vgg/fc7_relu,1351,val_9518.JPEG,3480.59838867
vgg/fc7_relu,1351,val_1785.JPEG,3362.73681641
vgg/fc7_relu,1352,val_9705.JPEG,5820.73486328
vgg/fc7_relu,1352,val_2057.JPEG,4573.58349609
vgg/fc7_relu,1352,val_4075.JPEG,4240.69433594
vgg/fc7_relu,1352,val_8983.JPEG,3776.30761719
vgg/fc7_relu,1352,val_7467.JPEG,3267.32299805
vgg/fc7_relu,1353,val_848.JPEG,4899.98632812
vgg/fc7_relu,1353,val_8782.JPEG,4701.81298828
vgg/fc7_relu,1353,val_5052.JPEG,4605.64257812
vgg/fc7_relu,1353,val_8669.JPEG,4489.40722656
vgg/fc7_relu,1353,val_6464.JPEG,4328.82470703
vgg/fc7_relu,1354,val_2980.JPEG,4483.31201172
vgg/fc7_relu,1354,val_2999.JPEG,4209.90087891
vgg/fc7_relu,1354,val_7509.JPEG,4093.26293945
vgg/fc7_relu,1354,val_3442.JPEG,4063.20361328
vgg/fc7_relu,1354,val_9705.JPEG,3889.39257812
vgg/fc7_relu,1355,val_2645.JPEG,5166.12255859
vgg/fc7_relu,1355,val_7859.JPEG,5005.25048828
vgg/fc7_relu,1355,val_4282.JPEG,4737.05908203
vgg/fc7_relu,1355,val_3498.JPEG,4286.2265625
vgg/fc7_relu,1355,val_8633.JPEG,4154.89404297
vgg/fc7_relu,1356,val_3626.JPEG,5826.86181641
vgg/fc7_relu,1356,val_9879.JPEG,5350.41015625
vgg/fc7_relu,1356,val_2395.JPEG,4964.91601562
vgg/fc7_relu,1356,val_7683.JPEG,4951.02392578
vgg/fc7_relu,1356,val_7859.JPEG,4858.30517578
vgg/fc7_relu,1357,val_6489.JPEG,5124.91748047
vgg/fc7_relu,1357,val_7145.JPEG,4210.72949219
vgg/fc7_relu,1357,val_2904.JPEG,3937.02954102
vgg/fc7_relu,1357,val_8346.JPEG,3691.37207031
vgg/fc7_relu,1357,val_6815.JPEG,3571.37109375
vgg/fc7_relu,1358,val_6475.JPEG,4571.85351562
vgg/fc7_relu,1358,val_1992.JPEG,3566.59521484
vgg/fc7_relu,1358,val_1142.JPEG,3517.70483398
vgg/fc7_relu,1358,val_6575.JPEG,3297.15209961
vgg/fc7_relu,1358,val_8254.JPEG,3291.61743164
vgg/fc7_relu,1359,val_8655.JPEG,4201.00097656
vgg/fc7_relu,1359,val_8798.JPEG,4104.17333984
vgg/fc7_relu,1359,val_7752.JPEG,3441.8269043
vgg/fc7_relu,1359,val_9869.JPEG,3387.86328125
vgg/fc7_relu,1359,val_4916.JPEG,3365.51879883
vgg/fc7_relu,1360,val_328.JPEG,3346.69799805
vgg/fc7_relu,1360,val_5737.JPEG,2869.72924805
vgg/fc7_relu,1360,val_2052.JPEG,2869.18505859
vgg/fc7_relu,1360,val_2224.JPEG,2854.32543945
vgg/fc7_relu,1360,val_8577.JPEG,2806.26123047
vgg/fc7_relu,1361,val_7234.JPEG,3424.94555664
vgg/fc7_relu,1361,val_3836.JPEG,3014.38232422
vgg/fc7_relu,1361,val_1826.JPEG,2791.80371094
vgg/fc7_relu,1361,val_578.JPEG,2388.31591797
vgg/fc7_relu,1361,val_8633.JPEG,2376.25927734
vgg/fc7_relu,1362,val_2560.JPEG,5323.55273438
vgg/fc7_relu,1362,val_8904.JPEG,4261.34863281
vgg/fc7_relu,1362,val_6364.JPEG,4102.47412109
vgg/fc7_relu,1362,val_1506.JPEG,3769.06445312
vgg/fc7_relu,1362,val_2889.JPEG,3648.53076172
vgg/fc7_relu,1363,val_1079.JPEG,2583.23266602
vgg/fc7_relu,1363,val_7212.JPEG,2512.10864258
vgg/fc7_relu,1363,val_6463.JPEG,2479.07788086
vgg/fc7_relu,1363,val_105.JPEG,2418.01928711
vgg/fc7_relu,1363,val_8904.JPEG,2348.7434082
vgg/fc7_relu,1364,val_384.JPEG,5399.51123047
vgg/fc7_relu,1364,val_9535.JPEG,5161.45068359
vgg/fc7_relu,1364,val_1645.JPEG,4921.65136719
vgg/fc7_relu,1364,val_1695.JPEG,4885.19238281
vgg/fc7_relu,1364,val_228.JPEG,4815.69335938
vgg/fc7_relu,1365,val_7131.JPEG,3618.52197266
vgg/fc7_relu,1365,val_1625.JPEG,3276.89819336
vgg/fc7_relu,1365,val_8116.JPEG,3209.46899414
vgg/fc7_relu,1365,val_3465.JPEG,3083.51293945
vgg/fc7_relu,1365,val_8832.JPEG,2992.2175293
vgg/fc7_relu,1366,val_3016.JPEG,5495.05078125
vgg/fc7_relu,1366,val_763.JPEG,5253.21142578
vgg/fc7_relu,1366,val_3712.JPEG,5178.64697266
vgg/fc7_relu,1366,val_7548.JPEG,5142.38476562
vgg/fc7_relu,1366,val_6424.JPEG,4717.48583984
vgg/fc7_relu,1367,val_8266.JPEG,4458.09326172
vgg/fc7_relu,1367,val_4686.JPEG,4450.94628906
vgg/fc7_relu,1367,val_3040.JPEG,3516.04589844
vgg/fc7_relu,1367,val_922.JPEG,3452.79492188
vgg/fc7_relu,1367,val_6457.JPEG,3371.33911133
vgg/fc7_relu,1368,val_105.JPEG,4576.49804688
vgg/fc7_relu,1368,val_4935.JPEG,4332.52392578
vgg/fc7_relu,1368,val_7036.JPEG,4073.7902832
vgg/fc7_relu,1368,val_902.JPEG,3963.42333984
vgg/fc7_relu,1368,val_6346.JPEG,3939.02954102
vgg/fc7_relu,1369,val_3404.JPEG,4859.00537109
vgg/fc7_relu,1369,val_8544.JPEG,4815.0234375
vgg/fc7_relu,1369,val_7188.JPEG,4699.86230469
vgg/fc7_relu,1369,val_6426.JPEG,4616.9921875
vgg/fc7_relu,1369,val_8173.JPEG,4614.1796875
vgg/fc7_relu,1370,val_8633.JPEG,5246.17675781
vgg/fc7_relu,1370,val_4687.JPEG,4552.19726562
vgg/fc7_relu,1370,val_3434.JPEG,4540.58691406
vgg/fc7_relu,1370,val_8586.JPEG,4464.09619141
vgg/fc7_relu,1370,val_9916.JPEG,4224.91503906
vgg/fc7_relu,1371,val_8950.JPEG,3784.75463867
vgg/fc7_relu,1371,val_1828.JPEG,3155.67602539
vgg/fc7_relu,1371,val_1365.JPEG,2573.02392578
vgg/fc7_relu,1371,val_8200.JPEG,2550.04125977
vgg/fc7_relu,1371,val_7194.JPEG,2499.03881836
vgg/fc7_relu,1372,val_5740.JPEG,5045.30761719
vgg/fc7_relu,1372,val_7903.JPEG,3338.72094727
vgg/fc7_relu,1372,val_6951.JPEG,2992.45800781
vgg/fc7_relu,1372,val_6767.JPEG,2661.27368164
vgg/fc7_relu,1372,val_2883.JPEG,2457.93359375
vgg/fc7_relu,1373,val_1717.JPEG,4559.79248047
vgg/fc7_relu,1373,val_1652.JPEG,3974.28710938
vgg/fc7_relu,1373,val_9696.JPEG,3956.06469727
vgg/fc7_relu,1373,val_2028.JPEG,3875.10522461
vgg/fc7_relu,1373,val_7137.JPEG,3770.40576172
vgg/fc7_relu,1374,val_4910.JPEG,3677.00585938
vgg/fc7_relu,1374,val_4485.JPEG,3116.88549805
vgg/fc7_relu,1374,val_9846.JPEG,3037.66357422
vgg/fc7_relu,1374,val_8954.JPEG,3037.65063477
vgg/fc7_relu,1374,val_6865.JPEG,2986.39868164
vgg/fc7_relu,1375,val_9705.JPEG,6389.29150391
vgg/fc7_relu,1375,val_6457.JPEG,5789.1796875
vgg/fc7_relu,1375,val_3185.JPEG,5677.06933594
vgg/fc7_relu,1375,val_6635.JPEG,5620.11181641
vgg/fc7_relu,1375,val_6981.JPEG,5280.54296875
vgg/fc7_relu,1376,val_2005.JPEG,4736.15429688
vgg/fc7_relu,1376,val_3641.JPEG,4710.90722656
vgg/fc7_relu,1376,val_9881.JPEG,4698.26025391
vgg/fc7_relu,1376,val_7994.JPEG,4513.56591797
vgg/fc7_relu,1376,val_7342.JPEG,4381.49462891
vgg/fc7_relu,1377,val_2088.JPEG,4177.56201172
vgg/fc7_relu,1377,val_1440.JPEG,3511.21289062
vgg/fc7_relu,1377,val_1294.JPEG,3315.16674805
vgg/fc7_relu,1377,val_5152.JPEG,3285.68701172
vgg/fc7_relu,1377,val_6646.JPEG,3276.28173828
vgg/fc7_relu,1378,val_974.JPEG,6825.78808594
vgg/fc7_relu,1378,val_4234.JPEG,5969.81445312
vgg/fc7_relu,1378,val_8577.JPEG,5964.70605469
