layer,filter,image,mean_activation
vgg/conv4_3/conv4_3,181,val_8945.JPEG,32743.0097656
vgg/conv4_3/conv4_3,181,val_8582.JPEG,31919.7441406
vgg/conv4_3/conv4_3,181,val_6281.JPEG,31731.7382812
vgg/conv4_3/conv4_3,182,val_9793.JPEG,44081.7148438
vgg/conv4_3/conv4_3,182,val_2992.JPEG,29129.1054688
vgg/conv4_3/conv4_3,182,val_6060.JPEG,24111.0546875
vgg/conv4_3/conv4_3,182,val_5574.JPEG,21682.3144531
vgg/conv4_3/conv4_3,182,val_3509.JPEG,21081.0136719
vgg/conv4_3/conv4_3,183,val_1497.JPEG,20559.6015625
vgg/conv4_3/conv4_3,183,val_2548.JPEG,20558.1503906
vgg/conv4_3/conv4_3,183,val_3566.JPEG,19962.7949219
vgg/conv4_3/conv4_3,183,val_1837.JPEG,19628.0722656
vgg/conv4_3/conv4_3,183,val_1463.JPEG,19177.546875
vgg/conv4_3/conv4_3,184,val_7458.JPEG,32764.3710938
vgg/conv4_3/conv4_3,184,val_7441.JPEG,30620.7109375
vgg/conv4_3/conv4_3,184,val_3048.JPEG,29318.9414062
vgg/conv4_3/conv4_3,184,val_8651.JPEG,29004.7070312
vgg/conv4_3/conv4_3,184,val_8428.JPEG,28456.9902344
vgg/conv4_3/conv4_3,185,val_7441.JPEG,40633.4257812
vgg/conv4_3/conv4_3,185,val_9782.JPEG,38685.5351562
vgg/conv4_3/conv4_3,185,val_6842.JPEG,37819.84375
vgg/conv4_3/conv4_3,185,val_6926.JPEG,37361.8828125
vgg/conv4_3/conv4_3,185,val_9816.JPEG,35524.1992188
vgg/conv4_3/conv4_3,186,val_159.JPEG,24151.0390625
vgg/conv4_3/conv4_3,186,val_6928.JPEG,10599.2285156
vgg/conv4_3/conv4_3,186,val_2601.JPEG,10153.9550781
vgg/conv4_3/conv4_3,186,val_2079.JPEG,9625.68847656
vgg/conv4_3/conv4_3,186,val_9797.JPEG,8932.71875
vgg/conv4_3/conv4_3,187,val_6083.JPEG,24052.8125
vgg/conv4_3/conv4_3,187,val_7525.JPEG,23804.7285156
vgg/conv4_3/conv4_3,187,val_5768.JPEG,23277.5488281
vgg/conv4_3/conv4_3,187,val_1454.JPEG,21990.4472656
vgg/conv4_3/conv4_3,187,val_4960.JPEG,21726.953125
vgg/conv4_3/conv4_3,188,val_3383.JPEG,56016.6445312
vgg/conv4_3/conv4_3,188,val_9728.JPEG,52341.5390625
vgg/conv4_3/conv4_3,188,val_8433.JPEG,50273.3203125
vgg/conv4_3/conv4_3,188,val_6842.JPEG,49143.1757812
vgg/conv4_3/conv4_3,188,val_4499.JPEG,48175.5390625
vgg/conv4_3/conv4_3,189,val_1302.JPEG,22593.21875
vgg/conv4_3/conv4_3,189,val_5512.JPEG,19825.1972656
vgg/conv4_3/conv4_3,189,val_902.JPEG,19153.0019531
vgg/conv4_3/conv4_3,189,val_3208.JPEG,18966.7753906
vgg/conv4_3/conv4_3,189,val_5081.JPEG,18687.0351562
vgg/conv4_3/conv4_3,190,val_5124.JPEG,26071.890625
vgg/conv4_3/conv4_3,190,val_8649.JPEG,25650.1289062
vgg/conv4_3/conv4_3,190,val_5108.JPEG,23250.5
vgg/conv4_3/conv4_3,190,val_8734.JPEG,23056.0976562
vgg/conv4_3/conv4_3,190,val_5722.JPEG,22930.9140625
vgg/conv4_3/conv4_3,191,val_5809.JPEG,27610.2910156
vgg/conv4_3/conv4_3,191,val_3093.JPEG,24361.015625
vgg/conv4_3/conv4_3,191,val_3185.JPEG,23933.8945312
vgg/conv4_3/conv4_3,191,val_1607.JPEG,20941.2265625
vgg/conv4_3/conv4_3,191,val_5574.JPEG,20935.8847656
vgg/conv4_3/conv4_3,192,val_6284.JPEG,48018.0078125
vgg/conv4_3/conv4_3,192,val_470.JPEG,41975.6171875
vgg/conv4_3/conv4_3,192,val_5204.JPEG,40042.8398438
vgg/conv4_3/conv4_3,192,val_8992.JPEG,38845.6328125
vgg/conv4_3/conv4_3,192,val_2238.JPEG,37930.9296875
vgg/conv4_3/conv4_3,193,val_3726.JPEG,60789.3789062
vgg/conv4_3/conv4_3,193,val_2512.JPEG,51025.0742188
vgg/conv4_3/conv4_3,193,val_6696.JPEG,49152.3632812
vgg/conv4_3/conv4_3,193,val_4497.JPEG,47558.0976562
vgg/conv4_3/conv4_3,193,val_1102.JPEG,42494.6875
vgg/conv4_3/conv4_3,194,val_4148.JPEG,23394.8027344
vgg/conv4_3/conv4_3,194,val_6312.JPEG,23151.6386719
vgg/conv4_3/conv4_3,194,val_4389.JPEG,21204.7753906
vgg/conv4_3/conv4_3,194,val_6083.JPEG,18959.2207031
vgg/conv4_3/conv4_3,194,val_1363.JPEG,18234.6035156
vgg/conv4_3/conv4_3,195,val_9116.JPEG,12801.7070312
vgg/conv4_3/conv4_3,195,val_9672.JPEG,10304.3203125
vgg/conv4_3/conv4_3,195,val_2914.JPEG,9747.57714844
vgg/conv4_3/conv4_3,195,val_9440.JPEG,9104.80957031
vgg/conv4_3/conv4_3,195,val_4790.JPEG,9074.05664062
vgg/conv4_3/conv4_3,196,val_2918.JPEG,41128.1015625
vgg/conv4_3/conv4_3,196,val_5204.JPEG,40054.8671875
vgg/conv4_3/conv4_3,196,val_3076.JPEG,38474.8671875
vgg/conv4_3/conv4_3,196,val_3222.JPEG,34688.8398438
vgg/conv4_3/conv4_3,196,val_1071.JPEG,34509.9804688
vgg/conv4_3/conv4_3,197,val_1839.JPEG,29381.1425781
vgg/conv4_3/conv4_3,197,val_2083.JPEG,26278.7734375
vgg/conv4_3/conv4_3,197,val_3914.JPEG,23778.1757812
vgg/conv4_3/conv4_3,197,val_2321.JPEG,22017.3144531
vgg/conv4_3/conv4_3,197,val_3343.JPEG,21987.8554688
vgg/conv4_3/conv4_3,198,val_7669.JPEG,19552.6171875
vgg/conv4_3/conv4_3,198,val_7186.JPEG,16841.671875
vgg/conv4_3/conv4_3,198,val_6462.JPEG,13454.4648438
vgg/conv4_3/conv4_3,198,val_435.JPEG,10401.8496094
vgg/conv4_3/conv4_3,198,val_2940.JPEG,9794.57226562
vgg/conv4_3/conv4_3,199,val_9547.JPEG,37996.078125
vgg/conv4_3/conv4_3,199,val_8063.JPEG,33728.8046875
vgg/conv4_3/conv4_3,199,val_2430.JPEG,32401.546875
vgg/conv4_3/conv4_3,199,val_9776.JPEG,31974.1289062
vgg/conv4_3/conv4_3,199,val_4517.JPEG,31773.7792969
vgg/conv4_3/conv4_3,200,val_2387.JPEG,33681.5234375
vgg/conv4_3/conv4_3,200,val_6221.JPEG,29919.6523438
vgg/conv4_3/conv4_3,200,val_3071.JPEG,29225.2929688
vgg/conv4_3/conv4_3,200,val_6928.JPEG,25733.9882812
vgg/conv4_3/conv4_3,200,val_1604.JPEG,23598.1113281
vgg/conv4_3/conv4_3,201,val_1365.JPEG,69005.609375
vgg/conv4_3/conv4_3,201,val_1652.JPEG,52447.6796875
vgg/conv4_3/conv4_3,201,val_3408.JPEG,37546.3398438
vgg/conv4_3/conv4_3,201,val_4960.JPEG,35759.4101562
vgg/conv4_3/conv4_3,201,val_5921.JPEG,31835.5390625
vgg/conv4_3/conv4_3,202,val_8374.JPEG,10444.6083984
vgg/conv4_3/conv4_3,202,val_7542.JPEG,10086.7949219
vgg/conv4_3/conv4_3,202,val_8649.JPEG,9505.97460938
vgg/conv4_3/conv4_3,202,val_6413.JPEG,9393.20898438
vgg/conv4_3/conv4_3,202,val_8670.JPEG,9257.19433594
vgg/conv4_3/conv4_3,203,val_3853.JPEG,38111.9960938
vgg/conv4_3/conv4_3,203,val_158.JPEG,36088.4296875
vgg/conv4_3/conv4_3,203,val_6217.JPEG,34738.15625
vgg/conv4_3/conv4_3,203,val_262.JPEG,34479.6132812
vgg/conv4_3/conv4_3,203,val_2115.JPEG,32371.4921875
vgg/conv4_3/conv4_3,204,val_298.JPEG,22622.1992188
vgg/conv4_3/conv4_3,204,val_721.JPEG,21673.59375
vgg/conv4_3/conv4_3,204,val_3507.JPEG,21174.7519531
vgg/conv4_3/conv4_3,204,val_6316.JPEG,19066.234375
vgg/conv4_3/conv4_3,204,val_7206.JPEG,18660.4589844
vgg/conv4_3/conv4_3,205,val_1302.JPEG,67483.7421875
vgg/conv4_3/conv4_3,205,val_3208.JPEG,63101.8203125
vgg/conv4_3/conv4_3,205,val_6899.JPEG,60947.1054688
vgg/conv4_3/conv4_3,205,val_361.JPEG,55197.6015625
vgg/conv4_3/conv4_3,205,val_3236.JPEG,54669.5
vgg/conv4_3/conv4_3,206,val_6284.JPEG,19100.0625
vgg/conv4_3/conv4_3,206,val_5471.JPEG,17546.7558594
vgg/conv4_3/conv4_3,206,val_7701.JPEG,16383.7333984
vgg/conv4_3/conv4_3,206,val_4072.JPEG,13834.5478516
vgg/conv4_3/conv4_3,206,val_1710.JPEG,13784.9375
vgg/conv4_3/conv4_3,207,val_2387.JPEG,62949.6914062
vgg/conv4_3/conv4_3,207,val_9622.JPEG,47826.0585938
vgg/conv4_3/conv4_3,207,val_6132.JPEG,47686.8945312
vgg/conv4_3/conv4_3,207,val_6184.JPEG,45031.8046875
vgg/conv4_3/conv4_3,207,val_4346.JPEG,43244.7070312
vgg/conv4_3/conv4_3,208,val_346.JPEG,20753.1464844
vgg/conv4_3/conv4_3,208,val_5007.JPEG,18004.0390625
vgg/conv4_3/conv4_3,208,val_1290.JPEG,16316.0703125
vgg/conv4_3/conv4_3,208,val_783.JPEG,15888.5488281
vgg/conv4_3/conv4_3,208,val_1079.JPEG,15523.9121094
vgg/conv4_3/conv4_3,209,val_33.JPEG,28361.0664062
vgg/conv4_3/conv4_3,209,val_427.JPEG,27947.7109375
vgg/conv4_3/conv4_3,209,val_4654.JPEG,22127.4199219
vgg/conv4_3/conv4_3,209,val_6225.JPEG,21396.7460938
vgg/conv4_3/conv4_3,209,val_415.JPEG,21047.0175781
vgg/conv4_3/conv4_3,210,val_3511.JPEG,65629.6484375
vgg/conv4_3/conv4_3,210,val_5984.JPEG,58336.5390625
vgg/conv4_3/conv4_3,210,val_7157.JPEG,49762.3007812
vgg/conv4_3/conv4_3,210,val_2261.JPEG,47513.6796875
vgg/conv4_3/conv4_3,210,val_1674.JPEG,47212.578125
vgg/conv4_3/conv4_3,211,val_5097.JPEG,87998.2109375
vgg/conv4_3/conv4_3,211,val_4705.JPEG,52466.515625
vgg/conv4_3/conv4_3,211,val_3511.JPEG,44956.4453125
vgg/conv4_3/conv4_3,211,val_7401.JPEG,44400.796875
vgg/conv4_3/conv4_3,211,val_494.JPEG,34601.9726562
vgg/conv4_3/conv4_3,212,val_466.JPEG,15681.3242188
vgg/conv4_3/conv4_3,212,val_8939.JPEG,15657.5947266
vgg/conv4_3/conv4_3,212,val_4342.JPEG,15583.6816406
vgg/conv4_3/conv4_3,212,val_964.JPEG,15239.59375
vgg/conv4_3/conv4_3,212,val_2521.JPEG,14131.296875
vgg/conv4_3/conv4_3,213,val_7212.JPEG,17920.8789062
vgg/conv4_3/conv4_3,213,val_8521.JPEG,16196.6484375
vgg/conv4_3/conv4_3,213,val_2573.JPEG,16111.7558594
vgg/conv4_3/conv4_3,213,val_1676.JPEG,15406.4277344
vgg/conv4_3/conv4_3,213,val_4947.JPEG,14813.8378906
vgg/conv4_3/conv4_3,214,val_2621.JPEG,32182.8886719
vgg/conv4_3/conv4_3,214,val_6833.JPEG,27745.3398438
vgg/conv4_3/conv4_3,214,val_3222.JPEG,26861.953125
vgg/conv4_3/conv4_3,214,val_7240.JPEG,25347.2988281
vgg/conv4_3/conv4_3,214,val_159.JPEG,25288.7617188
vgg/conv4_3/conv4_3,215,val_204.JPEG,39687.3828125
vgg/conv4_3/conv4_3,215,val_4591.JPEG,39179.0546875
vgg/conv4_3/conv4_3,215,val_7814.JPEG,38283.1601562
vgg/conv4_3/conv4_3,215,val_8382.JPEG,38236.84375
vgg/conv4_3/conv4_3,215,val_818.JPEG,36314.8203125
vgg/conv4_3/conv4_3,216,val_8099.JPEG,28251.2363281
vgg/conv4_3/conv4_3,216,val_159.JPEG,23441.0097656
vgg/conv4_3/conv4_3,216,val_1203.JPEG,22616.2226562
vgg/conv4_3/conv4_3,216,val_7202.JPEG,22550.3613281
vgg/conv4_3/conv4_3,216,val_2992.JPEG,21680.4101562
vgg/conv4_3/conv4_3,217,val_7186.JPEG,64029.5234375
vgg/conv4_3/conv4_3,217,val_8321.JPEG,47713.3476562
vgg/conv4_3/conv4_3,217,val_9556.JPEG,36624.1132812
vgg/conv4_3/conv4_3,217,val_4467.JPEG,36120.5898438
vgg/conv4_3/conv4_3,217,val_5166.JPEG,34531.4453125
vgg/conv4_3/conv4_3,218,val_9679.JPEG,89947.9375
vgg/conv4_3/conv4_3,218,val_8670.JPEG,77935.3125
vgg/conv4_3/conv4_3,218,val_5490.JPEG,74575.875
vgg/conv4_3/conv4_3,218,val_9481.JPEG,71637.9296875
vgg/conv4_3/conv4_3,218,val_9810.JPEG,71343.8125
vgg/conv4_3/conv4_3,219,val_1216.JPEG,28809.0566406
vgg/conv4_3/conv4_3,219,val_2383.JPEG,26145.0507812
vgg/conv4_3/conv4_3,219,val_1964.JPEG,24047.4003906
vgg/conv4_3/conv4_3,219,val_1482.JPEG,22045.203125
vgg/conv4_3/conv4_3,219,val_4657.JPEG,21858.5976562
vgg/conv4_3/conv4_3,220,val_494.JPEG,28044.9863281
vgg/conv4_3/conv4_3,220,val_9137.JPEG,17665.4023438
vgg/conv4_3/conv4_3,220,val_7446.JPEG,15911.8193359
vgg/conv4_3/conv4_3,220,val_8070.JPEG,15811.2919922
vgg/conv4_3/conv4_3,220,val_5445.JPEG,15757.5019531
vgg/conv4_3/conv4_3,221,val_8950.JPEG,49103.828125
vgg/conv4_3/conv4_3,221,val_1079.JPEG,38600.1328125
vgg/conv4_3/conv4_3,221,val_2986.JPEG,37701.4101562
vgg/conv4_3/conv4_3,221,val_2800.JPEG,35143.828125
vgg/conv4_3/conv4_3,221,val_346.JPEG,32904.0429688
vgg/conv4_3/conv4_3,222,val_1365.JPEG,31161.5488281
vgg/conv4_3/conv4_3,222,val_6083.JPEG,27570.0195312
vgg/conv4_3/conv4_3,222,val_6284.JPEG,22777.7734375
vgg/conv4_3/conv4_3,222,val_3040.JPEG,19141.5175781
vgg/conv4_3/conv4_3,222,val_4165.JPEG,16862.9765625
vgg/conv4_3/conv4_3,223,val_2512.JPEG,61231.96875
vgg/conv4_3/conv4_3,223,val_7112.JPEG,54256.84375
vgg/conv4_3/conv4_3,223,val_2705.JPEG,51549.1289062
vgg/conv4_3/conv4_3,223,val_5490.JPEG,48238.375
vgg/conv4_3/conv4_3,223,val_5328.JPEG,46909.5976562
vgg/conv4_3/conv4_3,224,val_4899.JPEG,33011.359375
vgg/conv4_3/conv4_3,224,val_2070.JPEG,28703.9726562
vgg/conv4_3/conv4_3,224,val_42.JPEG,25396.1992188
vgg/conv4_3/conv4_3,224,val_9578.JPEG,25383.25
vgg/conv4_3/conv4_3,224,val_9121.JPEG,23135.6875
vgg/conv4_3/conv4_3,225,val_7372.JPEG,25207.1992188
vgg/conv4_3/conv4_3,225,val_8704.JPEG,24242.921875
vgg/conv4_3/conv4_3,225,val_2161.JPEG,21345.0683594
vgg/conv4_3/conv4_3,225,val_9070.JPEG,20461.6445312
vgg/conv4_3/conv4_3,225,val_986.JPEG,20134.9023438
vgg/conv4_3/conv4_3,226,val_3991.JPEG,40711.5625
vgg/conv4_3/conv4_3,226,val_7101.JPEG,39772.828125
vgg/conv4_3/conv4_3,226,val_1097.JPEG,37740.3359375
vgg/conv4_3/conv4_3,226,val_2443.JPEG,37445.78125
vgg/conv4_3/conv4_3,226,val_8352.JPEG,32858.4921875
vgg/conv4_3/conv4_3,227,val_5277.JPEG,34551.1835938
vgg/conv4_3/conv4_3,227,val_361.JPEG,34461.1953125
vgg/conv4_3/conv4_3,227,val_8366.JPEG,28286.15625
vgg/conv4_3/conv4_3,227,val_9562.JPEG,28063.953125
vgg/conv4_3/conv4_3,227,val_9705.JPEG,27946.3320312
vgg/conv4_3/conv4_3,228,val_1079.JPEG,23776.9316406
vgg/conv4_3/conv4_3,228,val_9793.JPEG,21265.7714844
vgg/conv4_3/conv4_3,228,val_8280.JPEG,17558.6777344
vgg/conv4_3/conv4_3,228,val_8346.JPEG,17365.8125
vgg/conv4_3/conv4_3,228,val_7114.JPEG,15535.2617188
vgg/conv4_3/conv4_3,229,val_7401.JPEG,47387.3203125
vgg/conv4_3/conv4_3,229,val_9523.JPEG,42151.4648438
vgg/conv4_3/conv4_3,229,val_9775.JPEG,40381.2265625
vgg/conv4_3/conv4_3,229,val_9390.JPEG,37820.8007812
vgg/conv4_3/conv4_3,229,val_2570.JPEG,37086.125
vgg/conv4_3/conv4_3,230,val_9055.JPEG,22556.1015625
vgg/conv4_3/conv4_3,230,val_9102.JPEG,19425.0175781
vgg/conv4_3/conv4_3,230,val_2887.JPEG,15560.4873047
vgg/conv4_3/conv4_3,230,val_6071.JPEG,15506.703125
vgg/conv4_3/conv4_3,230,val_6316.JPEG,15167.0693359
vgg/conv4_3/conv4_3,231,val_3672.JPEG,32475.328125
vgg/conv4_3/conv4_3,231,val_8801.JPEG,29592.6582031
vgg/conv4_3/conv4_3,231,val_6414.JPEG,24877.7070312
vgg/conv4_3/conv4_3,231,val_3606.JPEG,24704.6152344
vgg/conv4_3/conv4_3,231,val_255.JPEG,22528.4921875
vgg/conv4_3/conv4_3,232,val_7965.JPEG,21199.1738281
vgg/conv4_3/conv4_3,232,val_5097.JPEG,17656.515625
vgg/conv4_3/conv4_3,232,val_1591.JPEG,17518.7421875
vgg/conv4_3/conv4_3,232,val_8531.JPEG,17373.5429688
vgg/conv4_3/conv4_3,232,val_9237.JPEG,16468.3398438
vgg/conv4_3/conv4_3,233,val_2394.JPEG,33782.859375
vgg/conv4_3/conv4_3,233,val_7903.JPEG,29778.2109375
vgg/conv4_3/conv4_3,233,val_2865.JPEG,24744.5546875
vgg/conv4_3/conv4_3,233,val_9129.JPEG,24610.6894531
vgg/conv4_3/conv4_3,233,val_8651.JPEG,23463.9726562
vgg/conv4_3/conv4_3,234,val_7701.JPEG,18709.1054688
vgg/conv4_3/conv4_3,234,val_5906.JPEG,18477.2695312
vgg/conv4_3/conv4_3,234,val_111.JPEG,18049.8300781
vgg/conv4_3/conv4_3,234,val_8226.JPEG,17789.9296875
vgg/conv4_3/conv4_3,234,val_578.JPEG,17226.3476562
vgg/conv4_3/conv4_3,235,val_2221.JPEG,95992.0703125
vgg/conv4_3/conv4_3,235,val_7401.JPEG,82343.984375
vgg/conv4_3/conv4_3,235,val_5467.JPEG,62405.5859375
vgg/conv4_3/conv4_3,235,val_9115.JPEG,58681.2421875
vgg/conv4_3/conv4_3,235,val_7903.JPEG,53368.15625
vgg/conv4_3/conv4_3,236,val_2512.JPEG,20718.9257812
vgg/conv4_3/conv4_3,236,val_3786.JPEG,14890.8320312
vgg/conv4_3/conv4_3,236,val_983.JPEG,14342.6699219
vgg/conv4_3/conv4_3,236,val_693.JPEG,13807.5214844
vgg/conv4_3/conv4_3,236,val_2325.JPEG,13522.3261719
vgg/conv4_3/conv4_3,237,val_1774.JPEG,66676.0234375
vgg/conv4_3/conv4_3,237,val_5993.JPEG,51306.9921875
vgg/conv4_3/conv4_3,237,val_4633.JPEG,49227.0273438
vgg/conv4_3/conv4_3,237,val_9876.JPEG,42171.3515625
vgg/conv4_3/conv4_3,237,val_9224.JPEG,40130.0
vgg/conv4_3/conv4_3,238,val_6800.JPEG,30184.2773438
vgg/conv4_3/conv4_3,238,val_8521.JPEG,26996.2421875
vgg/conv4_3/conv4_3,238,val_8346.JPEG,26053.0625
vgg/conv4_3/conv4_3,238,val_5574.JPEG,23107.484375
vgg/conv4_3/conv4_3,238,val_294.JPEG,22682.78125
vgg/conv4_3/conv4_3,239,val_6800.JPEG,22192.1660156
vgg/conv4_3/conv4_3,239,val_2605.JPEG,19088.3164062
vgg/conv4_3/conv4_3,239,val_4903.JPEG,17956.2207031
vgg/conv4_3/conv4_3,239,val_3115.JPEG,17733.8730469
vgg/conv4_3/conv4_3,239,val_202.JPEG,16854.6015625
vgg/conv4_3/conv4_3,240,val_6857.JPEG,47231.0546875
vgg/conv4_3/conv4_3,240,val_2756.JPEG,40972.5859375
vgg/conv4_3/conv4_3,240,val_6036.JPEG,40181.5195312
vgg/conv4_3/conv4_3,240,val_3991.JPEG,38836.8476562
vgg/conv4_3/conv4_3,240,val_217.JPEG,37854.859375
vgg/conv4_3/conv4_3,241,val_9423.JPEG,41901.40625
vgg/conv4_3/conv4_3,241,val_9088.JPEG,41418.25
vgg/conv4_3/conv4_3,241,val_9717.JPEG,38373.9570312
vgg/conv4_3/conv4_3,241,val_5701.JPEG,36410.8554688
vgg/conv4_3/conv4_3,241,val_9192.JPEG,35263.453125
vgg/conv4_3/conv4_3,242,val_7968.JPEG,31510.2519531
vgg/conv4_3/conv4_3,242,val_6511.JPEG,29107.7226562
vgg/conv4_3/conv4_3,242,val_6252.JPEG,22636.765625
vgg/conv4_3/conv4_3,242,val_204.JPEG,20032.8203125
vgg/conv4_3/conv4_3,242,val_1515.JPEG,16700.9238281
vgg/conv4_3/conv4_3,243,val_2865.JPEG,14910.2949219
vgg/conv4_3/conv4_3,243,val_4844.JPEG,11128.71875
vgg/conv4_3/conv4_3,243,val_5898.JPEG,9757.125
vgg/conv4_3/conv4_3,243,val_7101.JPEG,9229.43652344
vgg/conv4_3/conv4_3,243,val_9572.JPEG,8188.90673828
vgg/conv4_3/conv4_3,244,val_1684.JPEG,33385.3945312
vgg/conv4_3/conv4_3,244,val_1560.JPEG,32511.7109375
vgg/conv4_3/conv4_3,244,val_9497.JPEG,32383.1679688
vgg/conv4_3/conv4_3,244,val_5454.JPEG,31490.3359375
vgg/conv4_3/conv4_3,244,val_1171.JPEG,29869.53125
vgg/conv4_3/conv4_3,245,val_7542.JPEG,22212.2929688
vgg/conv4_3/conv4_3,245,val_9168.JPEG,21986.8007812
vgg/conv4_3/conv4_3,245,val_284.JPEG,21049.6816406
vgg/conv4_3/conv4_3,245,val_8560.JPEG,20319.890625
vgg/conv4_3/conv4_3,245,val_8649.JPEG,20131.46875
vgg/conv4_3/conv4_3,246,val_6100.JPEG,32840.0703125
vgg/conv4_3/conv4_3,246,val_1067.JPEG,25862.3945312
vgg/conv4_3/conv4_3,246,val_6902.JPEG,24682.8886719
vgg/conv4_3/conv4_3,246,val_8376.JPEG,22945.5976562
vgg/conv4_3/conv4_3,246,val_4652.JPEG,22647.4960938
vgg/conv4_3/conv4_3,247,val_7766.JPEG,56534.0625
vgg/conv4_3/conv4_3,247,val_1302.JPEG,53506.3242188
vgg/conv4_3/conv4_3,247,val_5277.JPEG,51580.4453125
vgg/conv4_3/conv4_3,247,val_8366.JPEG,49125.03125
vgg/conv4_3/conv4_3,247,val_5247.JPEG,48487.7617188
vgg/conv4_3/conv4_3,248,val_6243.JPEG,58822.4296875
vgg/conv4_3/conv4_3,248,val_9031.JPEG,54643.8867188
vgg/conv4_3/conv4_3,248,val_4187.JPEG,47427.1992188
vgg/conv4_3/conv4_3,248,val_4282.JPEG,44751.75
vgg/conv4_3/conv4_3,248,val_5010.JPEG,44684.4804688
vgg/conv4_3/conv4_3,249,val_9286.JPEG,81558.109375
vgg/conv4_3/conv4_3,249,val_7212.JPEG,60047.8203125
vgg/conv4_3/conv4_3,249,val_5650.JPEG,59810.6367188
vgg/conv4_3/conv4_3,249,val_6511.JPEG,55958.0351562
vgg/conv4_3/conv4_3,249,val_7458.JPEG,52127.953125
vgg/conv4_3/conv4_3,250,val_361.JPEG,36836.9140625
vgg/conv4_3/conv4_3,250,val_5638.JPEG,35095.0820312
vgg/conv4_3/conv4_3,250,val_7724.JPEG,34779.9140625
vgg/conv4_3/conv4_3,250,val_7141.JPEG,31782.4921875
vgg/conv4_3/conv4_3,250,val_2765.JPEG,31709.4453125
vgg/conv4_3/conv4_3,251,val_3332.JPEG,57256.3085938
vgg/conv4_3/conv4_3,251,val_7911.JPEG,55356.0351562
vgg/conv4_3/conv4_3,251,val_9992.JPEG,54388.9101562
vgg/conv4_3/conv4_3,251,val_6345.JPEG,53103.734375
vgg/conv4_3/conv4_3,251,val_7968.JPEG,52804.8984375
vgg/conv4_3/conv4_3,252,val_4783.JPEG,36746.0
vgg/conv4_3/conv4_3,252,val_668.JPEG,29864.3535156
vgg/conv4_3/conv4_3,252,val_3305.JPEG,27495.5664062
vgg/conv4_3/conv4_3,252,val_3222.JPEG,24571.296875
vgg/conv4_3/conv4_3,252,val_8417.JPEG,22724.7792969
vgg/conv4_3/conv4_3,253,val_5708.JPEG,12327.6875
vgg/conv4_3/conv4_3,253,val_5159.JPEG,9821.65625
vgg/conv4_3/conv4_3,253,val_3253.JPEG,9482.546875
vgg/conv4_3/conv4_3,253,val_1290.JPEG,9364.6328125
vgg/conv4_3/conv4_3,253,val_5701.JPEG,9074.16699219
vgg/conv4_3/conv4_3,254,val_1706.JPEG,18940.4902344
vgg/conv4_3/conv4_3,254,val_5683.JPEG,17090.8476562
vgg/conv4_3/conv4_3,254,val_5471.JPEG,14994.46875
vgg/conv4_3/conv4_3,254,val_6287.JPEG,14643.2939453
vgg/conv4_3/conv4_3,254,val_7938.JPEG,14112.9902344
vgg/conv4_3/conv4_3,255,val_845.JPEG,20052.6171875
vgg/conv4_3/conv4_3,255,val_4339.JPEG,18453.5234375
vgg/conv4_3/conv4_3,255,val_5623.JPEG,15304.9492188
vgg/conv4_3/conv4_3,255,val_3780.JPEG,14934.4746094
vgg/conv4_3/conv4_3,255,val_2163.JPEG,14863.7304688
vgg/conv4_3/conv4_3,256,val_3806.JPEG,51983.0390625
vgg/conv4_3/conv4_3,256,val_9222.JPEG,51191.765625
vgg/conv4_3/conv4_3,256,val_7662.JPEG,49024.8476562
vgg/conv4_3/conv4_3,256,val_7450.JPEG,48113.390625
vgg/conv4_3/conv4_3,256,val_8426.JPEG,47852.5078125
vgg/conv4_3/conv4_3,257,val_4517.JPEG,20832.953125
vgg/conv4_3/conv4_3,257,val_3030.JPEG,15422.4345703
vgg/conv4_3/conv4_3,257,val_2394.JPEG,15352.8076172
vgg/conv4_3/conv4_3,257,val_6894.JPEG,14882.8203125
vgg/conv4_3/conv4_3,257,val_6460.JPEG,13858.1191406
vgg/conv4_3/conv4_3,258,val_3777.JPEG,35993.6679688
vgg/conv4_3/conv4_3,258,val_1652.JPEG,31256.8359375
vgg/conv4_3/conv4_3,258,val_8045.JPEG,24881.5214844
vgg/conv4_3/conv4_3,258,val_596.JPEG,24062.1367188
vgg/conv4_3/conv4_3,258,val_3546.JPEG,23304.8398438
vgg/conv4_3/conv4_3,259,val_6574.JPEG,50803.3632812
vgg/conv4_3/conv4_3,259,val_4783.JPEG,44618.0898438
vgg/conv4_3/conv4_3,259,val_159.JPEG,40694.1953125
vgg/conv4_3/conv4_3,259,val_217.JPEG,40152.9375
vgg/conv4_3/conv4_3,259,val_423.JPEG,39242.4609375
vgg/conv4_3/conv4_3,260,val_4628.JPEG,20165.3027344
vgg/conv4_3/conv4_3,260,val_9634.JPEG,18974.4882812
vgg/conv4_3/conv4_3,260,val_4928.JPEG,14816.9931641
vgg/conv4_3/conv4_3,260,val_7106.JPEG,14723.2900391
vgg/conv4_3/conv4_3,260,val_8710.JPEG,13985.7421875
vgg/conv4_3/conv4_3,261,val_3614.JPEG,32349.4902344
vgg/conv4_3/conv4_3,261,val_8158.JPEG,30694.8984375
vgg/conv4_3/conv4_3,261,val_8657.JPEG,29719.390625
vgg/conv4_3/conv4_3,261,val_7091.JPEG,28743.5996094
vgg/conv4_3/conv4_3,261,val_4793.JPEG,28159.0136719
